Title,DOI
Touch-Linked Sleeve: A Haptic Interface for Augmented Tactile Perception in Robotic Teleoperation.,https://doi.org/10.1109/IROS60139.2025.11245835
Noise Fusion-based Distillation Learning for Anomaly Detection in Complex Industrial Environments.,https://doi.org/10.1109/IROS60139.2025.11247510
Neural MP: A Neural Motion Planner.,https://doi.org/10.1109/IROS60139.2025.11246908
Interactive Navigation for Legged Manipulators with Learned Arm-Pushing Controller.,https://doi.org/10.1109/IROS60139.2025.11246770
Implicit Disparity-Blur Alignment for Fast and Precise Autofocus in Robotic Microsurgical Imaging.,https://doi.org/10.1109/IROS60139.2025.11246648
Accelerating Layered Manufacturing-Based 3D Printing through Optimized Non-Printing Travel-Path Planning and Infill Strategies.,https://doi.org/10.1109/IROS60139.2025.11246488
Designing a Magnetic Endoscope for In Vivo Contact-Based Tissue Scanning Using Developable Roller.,https://doi.org/10.1109/IROS60139.2025.11247414
PhysGCN-DL: Physics-Informed Graph Convolutional Networks with Diversity-Aware Loss Optimization for Multimodal Pedestrian Trajectory Prediction.,https://doi.org/10.1109/IROS60139.2025.11246407
Reinforcement Learning Assist-As-Needed Control Promotes Recovery of Walking Speed Following Ankle Weight Perturbations.,https://doi.org/10.1109/IROS60139.2025.11246270
Autonomous Hiking Trail Navigation via Semantic Segmentation and Geometric Analysis.,https://doi.org/10.1109/IROS60139.2025.11245853
GeT-USE: Learning Generalized Tool Usage for Bimanual Mobile Manipulation via Simulated Embodiment Extensions.,https://doi.org/10.1109/IROS60139.2025.11245978
PlaceNet: Obstacle Aware Mobile Manipulator Base Placement through Deep Learning.,https://doi.org/10.1109/IROS60139.2025.11247631
Benchmarking Long-Horizon Mobile Manipulation in Multi-Room Dynamic Environments.,https://doi.org/10.1109/IROS60139.2025.11245866
Manipulate-To-Navigate: Reinforcement Learning with Visual Affordances and Manipulability Priors.,https://doi.org/10.1109/IROS60139.2025.11247222
CushionCatch: A Compliant Catching Mechanism for Mobile Manipulators via Combined Optimization and Learning.,https://doi.org/10.1109/IROS60139.2025.11246275
Learning Dexterous In-Hand Manipulation with Multifingered Hands via Visuomotor Diffusion.,https://doi.org/10.1109/IROS60139.2025.11247641
Wearable Roller Rings to Augment In-Hand Manipulation through Active Surfaces.,https://doi.org/10.1109/IROS60139.2025.11247531
Open-loop Deep Reinforcement Learning Control of Soft Robotic In-hand Manipulations.,https://doi.org/10.1109/IROS60139.2025.11245997
Vibration-induced Friction Modulation to Enable Controlled Sliding for In-hand Manipulation.,https://doi.org/10.1109/IROS60139.2025.11247140
On the Role of Jacobians in Robust Manipulation.,https://doi.org/10.1109/IROS60139.2025.11247725
Analysis and Mitigation of Inconsistencies in Blockchain-Enabled Robot Swarms.,https://doi.org/10.1109/IROS60139.2025.11247266
Integrating Opinion Dynamics into Safety Control for Decentralized Airplane Encounter Resolution.,https://doi.org/10.1109/IROS60139.2025.11246160
